Year,Make,Model,Category,Engine
1933,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1933,Indian,402,Allround,1265 ccm
1933,Indian,Chief,Custom/cruiser,1210 ccm
1933,Norton,490 CS 1,Allround,490 ccm
1933,NSU,201 OSL,Sport,198 ccm
1933,NSU,201TS,Sport,199 ccm
1933,NSU,251 OSL,Sport,242 ccm
1933,NSU,301TS,Sport,298 ccm
1933,NSU,351TS,Sport,346 ccm
1933,NSU,501 SS,Sport,494 ccm
1933,NSU,501 TS,Allround,494 ccm
1933,NSU,601 TS,Allround,592 ccm
1933,Rikuo,RT 2,Allround,750 ccm
1933,Rudge,Ulster 500,Sport,499 ccm
1933,Scott,Super Squirrel,Sport,596 ccm
1933,Sunbeam,95L Special,Sport,493 ccm
1933,Zündapp,K 200 Kardan,Sport,197 ccm
1933,Zündapp,K 400 Kardan,Sport,398 ccm
1933,Zündapp,K 500,Allround,498 ccm
1933,Zündapp,K 600,Allround,598 ccm
1933,Zündapp,K 800,Allround,791 ccm
1934,Ariel,4F Square Four 600,Allround,601 ccm
1934,Ariel,VH 500 Red Hunter,Allround,497 ccm
1934,BMW,R11 Series 4,Allround,745 ccm
1934,BMW,R11 Series 5,Allround,745 ccm
1934,BMW,R16 series 5,Allround,736 ccm
1934,BMW,R2 Series 3,Allround,198 ccm
1934,BMW,R4 Series 3,Allround,398 ccm
1934,Coventry,Eagle Flying 350,Allround,348 ccm
1934,DKW,SB 500A,Allround,494 ccm
1934,Harley-Davidson,Model BA,Allround,344 ccm
1934,Harley-Davidson,Model VD,Custom/cruiser,1200 ccm
1934,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1934,Harley-Davidson,Speedway racer,Cross/motocross,500 ccm
1934,Indian,402,Allround,1265 ccm
1934,Indian,Chief,Custom/cruiser,1210 ccm
1934,Maico,F100 Piccolo Derby,Sport,98 ccm
1934,Nimbus,2510,Allround,750 ccm
1934,Norton,490 CS 1,Allround,490 ccm
1934,NSU,201 OSL,Sport,198 ccm
1934,NSU,201TS,Sport,199 ccm
1934,NSU,251 OSL,Sport,242 ccm
1934,NSU,351 OSL,Sport,346 ccm
1934,NSU,501 SS,Sport,494 ccm
1934,NSU,501 TS,Allround,494 ccm
1934,NSU,601 TS,Allround,592 ccm
1934,Rikuo,RT 2,Allround,750 ccm
1934,Rudge,Ulster 500,Sport,499 ccm
1934,Scott,Super Squirrel,Sport,596 ccm
1934,Sunbeam,95L Special,Sport,493 ccm
1934,Velocette,Mac,Allround,349 ccm
1934,Zündapp,K 200 Kardan,Sport,197 ccm
1934,Zündapp,K 500,Allround,498 ccm
1934,Zündapp,K 600,Allround,598 ccm
1934,Zündapp,K 800,Allround,791 ccm
1935,Ariel,4F Square Four 600,Allround,601 ccm
1935,Ariel,VH 500 Red Hunter,Allround,497 ccm
1935,BMW,Kompressor,Sport,492 ccm
1935,BMW,R12 Single Carb,Allround,745 ccm
1935,BMW,R12 Twin carb,Sport,745 ccm
1935,BMW,R17,Allround,736 ccm
1935,BMW,R2 Series 4,Allround,198 ccm
1935,BMW,R4 Series 4,Allround,398 ccm
1935,Cotton,Racer 350,Sport,350 ccm
1935,Coventry,Eagle Flying 350,Allround,348 ccm
1935,DKW,SB 500A,Allround,494 ccm
1935,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1935,Indian,402,Allround,1265 ccm
1935,Indian,Chief,Custom/cruiser,1210 ccm
1935,Maico,F100 Piccolo Derby,Sport,98 ccm
1935,Nimbus,2510,Allround,750 ccm
1935,Norton,490 CS 1,Allround,490 ccm
1935,NSU,201 OSL,Sport,198 ccm
1935,NSU,251 OSL,Sport,242 ccm
1935,NSU,351 OSL,Sport,346 ccm
1935,NSU,501 OSL,Sport,494 ccm
1935,NSU,501 TS,Allround,494 ccm
1935,NSU,601 TS,Allround,592 ccm
1935,Rikuo,RT 2,Allround,750 ccm
1935,Rudge,Ulster 500,Sport,499 ccm
1935,Sunbeam,95L Special,Sport,493 ccm
1935,Velocette,Mac,Allround,349 ccm
1935,Zündapp,K 200 Kardan,Sport,197 ccm
1935,Zündapp,K 500,Allround,498 ccm
1935,Zündapp,K 600,Allround,598 ccm
1935,Zündapp,K 800,Allround,791 ccm
1936,Ariel,4F Square Four 600,Allround,601 ccm
1936,Ariel,4G Square Four 1000,Allround,997 ccm
1936,Ariel,VH 500 Red Hunter,Allround,497 ccm
1936,BMW,Kompressor,Sport,492 ccm
1936,BMW,R12 Single Carb,Allround,745 ccm
1936,BMW,R12 Twin carb,Sport,745 ccm
1936,BMW,R17,Allround,736 ccm
1936,BMW,R2 Series 5,Allround,198 ccm
1936,BMW,R3,Allround,305 ccm
1936,BMW,R4 Series 5,Allround,398 ccm
1936,BMW,R5,Allround,494 ccm
1936,BSA,Empire Star,Allround,500 ccm
1936,BSA,Y13,Cross/motocross,748 ccm
1936,Coventry,Eagle Flying 350,Allround,348 ccm
1936,Crocker,Crocker-twin,Allround,1000 ccm
1936,DKW,SB 500,Allround,494 ccm
1936,DKW,SB 500A,Allround,494 ccm
1936,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1936,Indian,402,Allround,1265 ccm
1936,Indian,Chief,Custom/cruiser,1210 ccm
1936,Indian,Series 441,Custom/cruiser,1265 ccm
1936,Maico,F100 Piccolo Derby,Sport,98 ccm
1936,Nimbus,2510,Allround,750 ccm
1936,Norton,490 CS 1,Allround,490 ccm
1936,NSU,201 OSL,Sport,198 ccm
1936,NSU,251 OSL,Sport,242 ccm
1936,NSU,351 OSL,Sport,346 ccm
1936,NSU,351 OT,Sport,331 ccm
1936,NSU,501 OSL,Sport,494 ccm
1936,NSU,501 TS,Allround,494 ccm
1936,NSU,601 OSB,Sport,562 ccm
1936,NSU,601 OSL,Allround,562 ccm
1936,NSU,601 TS,Allround,592 ccm
1936,Rikuo,RT 2,Allround,750 ccm
1936,Rudge,Ulster 500,Sport,499 ccm
1936,Sarolea,S6,Sport,589 ccm
1936,Velocette,Mac,Allround,349 ccm
1936,Vincent,HRD Series A Rapide,Allround,998 ccm
1936,Zündapp,K 200 Kardan,Sport,197 ccm
1936,Zündapp,K 500,Allround,498 ccm
1936,Zündapp,K 600,Allround,598 ccm
1936,Zündapp,K 800,Allround,791 ccm
1936,Zündapp,KS 500 Kardan Sport,Sport,498 ccm
1937,Ardie,RBU 350,Allround,343 ccm
1937,Ariel,4G Square Four 1000,Allround,997 ccm
1937,Ariel,VH 500 Red Hunter,Allround,497 ccm
1937,BMW,Kompressor,Sport,492 ccm
1937,BMW,R12 Single Carb,Allround,745 ccm
1937,BMW,R12 Twin carb,Sport,745 ccm
1937,BMW,R17,Allround,736 ccm
1937,BMW,R20,Allround,192 ccm
1937,BMW,R35,Allround,342 ccm
1937,BMW,R4 Series 5,Allround,398 ccm
1937,BMW,R5,Allround,494 ccm
1937,BMW,R6,Allround,600 ccm
1937,BSA,Empire Star,Allround,500 ccm
1937,BSA,Y13,Cross/motocross,748 ccm
1937,Coventry,Eagle Flying 350,Allround,348 ccm
1937,Crocker,Crocker V-Twin,Naked bike,998 ccm
1937,Crocker,Crocker-twin,Allround,1000 ccm
1937,DKW,SB 500,Allround,494 ccm
1937,DKW,SB 500A,Allround,494 ccm
1937,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1937,Indian,402,Allround,1265 ccm
1937,Indian,Chief,Custom/cruiser,1210 ccm
1937,Indian,Series 441,Custom/cruiser,1265 ccm
1937,Maico,F100 Piccolo Derby,Sport,98 ccm
1937,Nimbus,2510,Allround,750 ccm
1937,Norton,490 CS 1,Allround,490 ccm
1937,NSU,201 OSL,Sport,198 ccm
1937,NSU,251 OSL,Sport,242 ccm
1937,NSU,351 OSL,Sport,346 ccm
1937,NSU,351 OT,Sport,331 ccm
1937,NSU,501 OSL,Sport,494 ccm
1937,NSU,601 OSB,Sport,562 ccm
1937,NSU,601 OSL,Allround,562 ccm
1937,NSU,601 TS,Allround,592 ccm
1937,Rikuo,RT 2,Allround,750 ccm
1937,Rudge,Ulster 500,Sport,499 ccm
1937,Triumph,Speed Twin,Allround,498 ccm
1937,Velocette,Mac,Allround,349 ccm
1937,Vincent,HRD Series A Rapide,Allround,998 ccm
1937,Zündapp,K 200 Kardan,Sport,197 ccm
1937,Zündapp,K 500,Allround,498 ccm
1937,Zündapp,K 600,Allround,598 ccm
1937,Zündapp,K 800,Allround,791 ccm
1937,Zündapp,KKS  500 Kardan Sport,Sport,498 ccm
1937,Zündapp,KS 500 Kardan Sport,Sport,498 ccm
1938,Ardie,RBU 350 Waldläufer,Allround,343 ccm
1938,Ariel,4G Square Four 1000,Allround,997 ccm
1938,Ariel,VH 500 Red Hunter,Allround,497 ccm
1938,BMW,Kompressor,Sport,492 ccm
1938,BMW,R12 Single Carb,Allround,745 ccm
1938,BMW,R12 Twin carb,Sport,745 ccm
1938,BMW,R20,Allround,192 ccm
1938,BMW,R23,Allround,247 ccm
1938,BMW,R35,Allround,342 ccm
1938,BMW,R51,Allround,494 ccm
1938,BMW,R61,Allround,600 ccm
1938,BMW,R66,Allround,596 ccm
1938,BMW,R71,Custom/cruiser,746 ccm
1938,BSA,Empire Star,Allround,500 ccm
1938,BSA,Y13,Cross/motocross,748 ccm
1938,Crocker,Crocker V-Twin,Naked bike,998 ccm
1938,Crocker,Crocker-twin,Allround,1000 ccm
1938,DKW,SB 500,Allround,494 ccm
1938,DKW,SB 500A,Allround,494 ccm
1938,Harley-Davidson,Model U,Custom/cruiser,1209 ccm
1938,Harley-Davidson,Model UL,Custom/cruiser,1213 ccm
1938,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1938,Indian,402,Allround,1265 ccm
1938,Indian,Arrow Streamliner,Cross/motocross,1000 ccm
1938,Indian,Chief,Custom/cruiser,1210 ccm
1938,Indian,Series 441,Custom/cruiser,1265 ccm
1938,Maico,F100 Piccolo Derby,Sport,98 ccm
1938,Nimbus,2510,Allround,750 ccm
1938,Norton,490 CS 1,Allround,490 ccm
1938,NSU,201 OSL,Sport,198 ccm
1938,NSU,251 OSL,Sport,242 ccm
1938,NSU,251 OSL WH,Allround,242 ccm
1938,NSU,351 OSL,Sport,346 ccm
1938,NSU,351 OT,Sport,331 ccm
1938,NSU,501 OSL,Sport,494 ccm
1938,NSU,601 OSB,Sport,562 ccm
1938,NSU,601 OSL,Allround,562 ccm
1938,NSU,601 OSL WH,Allround,562 ccm
1938,NSU,601 TS,Allround,592 ccm
1938,Rikuo,RT 2,Allround,750 ccm
1938,Rudge,Ulster 500,Sport,499 ccm
1938,Triumph,Speed Twin,Allround,498 ccm
1938,Triumph,Speed Twin 5T,Sport,498 ccm
1938,Velocette,KTT,Cross/motocross,348 ccm
1938,Velocette,KTT Mk VIII,Sport,348 ccm
1938,Velocette,Mac,Allround,349 ccm
1938,Vincent,HRD Series A Rapide,Allround,998 ccm
1938,Zündapp,K 500,Allround,498 ccm
1938,Zündapp,K 600,Allround,598 ccm
1938,Zündapp,K 800,Allround,791 ccm
1938,Zündapp,KKS  500 Kardan Sport,Sport,498 ccm
1938,Zündapp,KS 500 Kardan Sport,Sport,498 ccm
1939,Ariel,4G Square Four 1000,Allround,997 ccm
1939,Ariel,VH 500 Red Hunter,Allround,497 ccm
1939,BMW,Kompressor,Sport,492 ccm
1939,BMW,R12 Single Carb,Allround,745 ccm
1939,BMW,R12 Twin carb,Sport,745 ccm
1939,BMW,R23,Allround,247 ccm
1939,BMW,R35,Allround,342 ccm
1939,BMW,R51,Allround,494 ccm
1939,BMW,R61,Allround,600 ccm
1939,BMW,R66,Allround,596 ccm
1939,BMW,R71,Custom/cruiser,746 ccm
1939,BSA,Empire Star,Allround,500 ccm
1939,Crocker,Crocker V-Twin,Naked bike,998 ccm
1939,Crocker,Crocker-twin,Allround,1000 ccm
1939,DKW,NZ 500,Allround,489 ccm
1939,DKW,SB 500,Allround,494 ccm
1939,DKW,SB 500A,Allround,494 ccm
1939,Excelsior,J. 14 500 Manxman,Allround,498 ccm
1939,Harley-Davidson,Model U,Custom/cruiser,1209 ccm
1939,Harley-Davidson,Model UL,Custom/cruiser,1213 ccm
1939,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1939,Indian,402,Allround,1265 ccm
1939,Indian,Chief,Custom/cruiser,1210 ccm
1939,Indian,Series 441,Custom/cruiser,1265 ccm
1939,Maico,F100 Piccolo Derby,Sport,98 ccm
1939,Moto,Guzzi Alce,Allround,500 ccm
1939,Nimbus,2510,Allround,750 ccm
1939,Norton,490 CS 1,Allround,490 ccm
1939,NSU,201 OSL,Sport,198 ccm
1939,NSU,251 OSL,Sport,242 ccm
1939,NSU,251 OSL WH,Allround,242 ccm
1939,NSU,351 OSL,Sport,346 ccm
1939,NSU,351 OT,Sport,331 ccm
1939,NSU,501 OSL,Sport,494 ccm
1939,NSU,601 OSB,Sport,562 ccm
1939,NSU,601 OSL,Allround,562 ccm
1939,NSU,601 OSL WH,Allround,562 ccm
1939,NSU,601 TS,Allround,592 ccm
1939,Rikuo,RT 2,Allround,750 ccm
1939,Rudge,Ulster 500,Sport,499 ccm
1939,Triumph,Speed Twin,Allround,498 ccm
1939,Triumph,Speed Twin 5T,Sport,498 ccm
1939,Velocette,KTT,Cross/motocross,348 ccm
1939,Velocette,KTT Mk VIII,Sport,348 ccm
1939,Velocette,Mac,Allround,349 ccm
1939,Vincent,HRD Series A Rapide,Allround,998 ccm
1939,Zündapp,K 500,Allround,498 ccm
1939,Zündapp,KS 500 Kardan Sport,Sport,498 ccm
1940,Ariel,4G Square Four 1000,Allround,997 ccm
1940,Ariel,VH 500 Red Hunter,Allround,497 ccm
1940,Ariel,W-NG 350,Allround,346 ccm
1940,BMW,R12 Single Carb,Allround,745 ccm
1940,BMW,R12 Twin carb,Sport,745 ccm
1940,BMW,R23,Allround,247 ccm
1940,BMW,R35,Allround,342 ccm
1940,BMW,R51,Allround,494 ccm
1940,BMW,R61,Allround,600 ccm
1940,BMW,R66,Allround,596 ccm
1940,BMW,R71,Custom/cruiser,746 ccm
1940,Crocker,Twin,Allround,1000 ccm
1940,Crocker,V-Twin,Naked bike,998 ccm
1940,DKW,NZ 500,Allround,489 ccm
1940,Harley-Davidson,Model UL,Custom/cruiser,1213 ccm
1940,Harley-Davidson,Model WLA,Allround,740 ccm
1940,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1940,Indian,402,Allround,1265 ccm
1940,Indian,Chief,Custom/cruiser,1210 ccm
1940,Indian,Series 441,Custom/cruiser,1265 ccm
1940,Moto,Guzzi Alce,Allround,500 ccm
1940,Nimbus,2510,Allround,750 ccm
1940,NSU,251 OSL,Sport,242 ccm
1940,NSU,251 OSL WH,Allround,242 ccm
1940,NSU,351 OSL,Sport,346 ccm
1940,NSU,601 OSB,Sport,562 ccm
1940,NSU,601 OSL,Allround,562 ccm
1940,NSU,601 OSL WH,Allround,562 ccm
1940,Rikuo,RT 2,Allround,750 ccm
1940,Triumph,Speed Twin,Allround,498 ccm
1940,Triumph,Speed Twin 5T,Sport,498 ccm
1940,Velocette,KTT,Cross/motocross,348 ccm
1940,Velocette,KTT Mk VIII,Sport,348 ccm
1940,Velocette,Mac,Allround,349 ccm
1940,Zündapp,K 500,Allround,498 ccm
1940,Zündapp,KS 750,Trial,750 ccm
1940,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
1941,Ariel,4G Square Four 1000,Allround,997 ccm
1941,Ariel,VH 500 Red Hunter,Allround,497 ccm
1941,Ariel,W-NG 350,Allround,346 ccm
1941,BMW,R12 Single Carb,Allround,745 ccm
1941,BMW,R12 Twin carb,Sport,745 ccm
1941,BMW,R61,Allround,600 ccm
1941,BMW,R66,Allround,596 ccm
1941,BMW,R71,Custom/cruiser,746 ccm
1941,Crocker,Twin,Allround,1000 ccm
1941,Crocker,V-Twin,Naked bike,998 ccm
1941,DKW,NZ 500,Allround,489 ccm
1941,Harley-Davidson,Model WLA,Allround,740 ccm
1941,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1941,Indian,402,Allround,1265 ccm
1941,Indian,841,Allround,737 ccm
1941,Indian,Chief,Custom/cruiser,1210 ccm
1941,Indian,Four Police Special,Custom/cruiser,1254 ccm
1941,Indian,Series 441,Custom/cruiser,1265 ccm
1941,Moto,Guzzi Alce,Allround,500 ccm
1941,Nimbus,2510,Allround,750 ccm
1941,NSU,251 OSL WH,Allround,242 ccm
1941,NSU,601 OSB,Sport,562 ccm
1941,NSU,601 OSL,Allround,562 ccm
1941,NSU,601 OSL WH,Allround,562 ccm
1941,Rikuo,RT 2,Allround,750 ccm
1941,Velocette,KTT,Cross/motocross,348 ccm
1941,Velocette,KTT Mk VIII,Sport,348 ccm
1941,Velocette,Mac,Allround,349 ccm
1941,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
1942,Ariel,4G Square Four 1000,Allround,995 ccm
1942,Ariel,VH 500 Red Hunter,Allround,497 ccm
1942,Ariel,W-NG 350,Allround,346 ccm
1942,BMW,R12 Single Carb,Allround,745 ccm
1942,BMW,R12 Twin carb,Sport,745 ccm
1942,Crocker,Twin,Allround,1000 ccm
1942,Harley-Davidson,Model WLA,Allround,740 ccm
1942,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1942,Harley-Davidson,XA,Allround,740 ccm
1942,Indian,402,Allround,1265 ccm
1942,Indian,841,Allround,737 ccm
1942,Indian,Chief,Custom/cruiser,1210 ccm
1942,Moto,Guzzi Alce,Allround,500 ccm
1942,Nimbus,2510,Allround,750 ccm
1942,Rikuo,RT 2,Allround,750 ccm
1942,Simplex,Automatic,Allround,130 ccm
1942,Velocette,KTT,Cross/motocross,348 ccm
1942,Velocette,KTT Mk VIII,Sport,348 ccm
1942,Velocette,Mac,Allround,349 ccm
1942,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
1943,Ariel,4G Square Four 1000,Allround,995 ccm
1943,Ariel,Ariel W-NG 350,Allround,346 ccm
1943,Ariel,VH 500 Red Hunter,Allround,497 ccm
1943,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1943,Indian,841,Allround,737 ccm
1943,Moto,Guzzi Alce,Allround,500 ccm
1943,Nimbus,2510,Allround,750 ccm
1943,Rikuo,RT 2,Allround,750 ccm
1943,Simplex,Automatic,Allround,130 ccm
1943,Velocette,KTT,Cross/motocross,348 ccm
1943,Velocette,KTT Mk VIII,Sport,348 ccm
1943,Velocette,Mac,Allround,349 ccm
1943,Vespa,MP5 Paperino,Scooter,98 ccm
1943,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
1944,Ariel,4G Square Four 1000,Allround,995 ccm
1944,Ariel,VH 500 Red Hunter,Allround,497 ccm
1944,Ariel,W-NG 350,Allround,346 ccm
1944,DKW,NZ 350-1,Allround,346 ccm
1944,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1944,Moto,Guzzi Alce,Allround,500 ccm
1944,Nimbus,2510,Allround,750 ccm
1944,Rikuo,RT 2,Allround,750 ccm
1944,Simplex,Automatic,Allround,130 ccm
1944,Velocette,KTT,Cross/motocross,348 ccm
1944,Velocette,KTT Mk VIII,Sport,348 ccm
1944,Velocette,Mac,Allround,349 ccm
1944,Vincent,HRD Series A Rapide,Allround,998 ccm
1944,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
1945,Ariel,4G Square Four 1000,Allround,995 ccm
1945,Ariel,NH 350,Allround,346 ccm
1945,Ariel,VH 500 Red Hunter,Allround,497 ccm
1945,DKW,NZ 350-1,Allround,346 ccm
1945,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1945,Moto,Guzzi Alce,Allround,500 ccm
1945,Nimbus,2510,Allround,750 ccm
1945,Rikuo,RT 2,Allround,750 ccm
1945,Simplex,Automatic,Allround,130 ccm
1945,Velocette,KTT,Cross/motocross,348 ccm
1945,Velocette,KTT Mk VIII,Sport,348 ccm
1945,Velocette,Mac,Allround,349 ccm
1945,Vespa,MP6,Scooter,98 ccm
1945,Vincent,HRD Series A Rapide,Allround,998 ccm
1946,Ariel,4G Square Four 1000,Allround,995 ccm
1946,Ariel,NH 350 Red Hunter,Allround,346 ccm
1946,Ariel,VH 500 Red Hunter,Allround,497 ccm
1946,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1946,Indian,Chief,Custom/cruiser,1210 ccm
1946,Moto,Guzzi Dondolino,Sport,498 ccm
1946,Nimbus,2510,Allround,750 ccm
1946,Rikuo,RT 2,Allround,750 ccm
1946,Simplex,Automatic,Allround,130 ccm
1946,Sunbeam,S7 500,Sport touring,487 ccm
1946,Velocette,KTT,Cross/motocross,348 ccm
1946,Velocette,KTT Mk VIII,Sport,348 ccm
1946,Velocette,Mac,Allround,349 ccm
1946,Vespa,MP6,Scooter,98 ccm
1946,Vincent,HRD Series A Rapide,Allround,998 ccm
1946,Vincent,HRD Series B Rapide,Allround,998 ccm
1947,Ariel,4G Square Four 1000,Allround,995 ccm
1947,Ariel,NH 350 Red Hunter,Allround,346 ccm
1947,Ariel,VB 600,Allround,598 ccm
1947,Ariel,VH 500 Red Hunter,Allround,497 ccm
1947,Gilera,Saturno San Remo,Sport,499 ccm
1947,Gilera,Saturno Turismo,Sport,499 ccm
1947,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1947,Indian,Chief,Custom/cruiser,1210 ccm
1947,Lambretta,125M,Scooter,123 ccm
1947,Moto,Guzzi Dondolino,Sport,498 ccm
1947,Nimbus,2510,Allround,750 ccm
1947,Norton,International Model 30,Sport,490 ccm
1947,Rikuo,RT 2,Allround,750 ccm
1947,Simplex,Automatic,Allround,130 ccm
1947,Sunbeam,S7 500,Sport touring,487 ccm
1947,Triumph,500 Grand Prix,Sport,498 ccm
1947,Triumph,Speed Twin,Allround,498 ccm
1947,Triumph,Speed Twin 5T,Sport,498 ccm
1947,Velocette,KTT,Cross/motocross,348 ccm
1947,Velocette,KTT Mk VIII,Sport,348 ccm
1947,Velocette,Mac,Allround,349 ccm
1947,Vincent,HRD Series B Rapide,Allround,998 ccm
1947,Whizzer,Luxembourg,Allround,150 ccm
1947,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
1948,Ardie,NE 125,Sport,123 ccm
1948,Ariel,4G Square Four 1000,Allround,995 ccm
1948,Ariel,KH 500,Allround,498 ccm
1948,Ariel,NH 350 Red Hunter,Allround,346 ccm
1948,Ariel,VB 600,Allround,598 ccm
1948,Ariel,VH 500 Red Hunter,Allround,497 ccm
1948,BMW,R24,Allround,247 ccm
1948,Gilera,Saturno San Remo,Sport,499 ccm
1948,Gilera,Saturno Turismo,Sport,499 ccm
1948,Harley-Davidson,EL,Custom/cruiser,1000 ccm
1948,Harley-Davidson,ES,Custom/cruiser,1000 ccm
1948,Harley-Davidson,Model E,Custom/cruiser,1000 ccm
1948,Harley-Davidson,Model FL,Touring,1212 ccm
1948,Harley-Davidson,S-125,Allround,125 ccm
1948,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1948,Hercules,211,Sport,98 ccm
1948,Hercules,MF 2,Sport,98 ccm
1948,Indian,Chief,Custom/cruiser,1210 ccm
1948,Indian,Sport Scout,Enduro/offroad,733 ccm
1948,Lambretta,125B,Scooter,123 ccm
1948,Moto,Guzzi Dondolino,Sport,498 ccm
1948,Nimbus,2510,Allround,750 ccm
1948,Norton,International Model 30,Sport,490 ccm
1948,Riedel,Imme R100,Allround,99 ccm
1948,Rikuo,RT 2,Allround,750 ccm
1948,Simplex,Automatic,Allround,130 ccm
1948,Sunbeam,S7 500,Sport touring,487 ccm
1948,Triumph,500 Grand Prix,Sport,498 ccm
1948,Triumph,Speed Twin,Allround,498 ccm
1948,Triumph,Speed Twin 5T,Sport,498 ccm
1948,Velocette,KTT,Cross/motocross,348 ccm
1948,Velocette,KTT Mk VIII,Sport,348 ccm
1948,Velocette,Mac,Allround,349 ccm
1948,Vincent,HRD Series B Rapide,Allround,998 ccm
1948,Zündapp,KS 750 Kardan Sport,Allround,751 ccm
2010,Adiva,AD 125LE,Scooter,124 ccm
2010,Adiva,N125,Scooter,124 ccm
2010,Adiva,R125,Scooter,124 ccm
2010,Adly,FC-25 E-Bike Fun Cruiser,Scooter,Electric
2010,Adly,FC-25 II 2nd Gen E-bike,Scooter,Electric
2010,Adly,RT 50 RoadTracer,"Minibike, sport",49 ccm
2010,Adly,SF-100 Silver Fox,Scooter,96 ccm
2010,Adly,SF-50 Silver Fox,Scooter,49 ccm
2010,Aeon,Cobra  RS 180,ATV,169 ccm
2010,Aeon,Cobra 320,ATV,196 ccm
2010,Aeon,Cobra 50,ATV,49 ccm
2010,Aeon,Crossland 300,ATV,272 ccm
2010,Aeon,Minikolt 50,ATV,49 ccm
2010,Aeon,Overland 180,ATV,169 ccm
2010,Aeon,Revo 100,ATV,96 ccm
2010,Aeon,Revo 50,ATV,49 ccm
2010,AJP,PR4 125 Enduro,Enduro/offroad,124 ccm
2010,AJP,PR4 125 SM,Super motard,124 ccm
2010,AJP,PR4 200 Enduro,Enduro/offroad,198 ccm
2010,AJP,PR4 200 SM,Super motard,198 ccm
2010,AJS,125 Eco Commuter,Allround,124 ccm
2010,AJS,Exactly 125,Scooter,124 ccm
2010,AJS,Exactly 50,Scooter,40 ccm
2010,AJS,JSM Motard 125,Super motard,124 ccm
2010,AJS,JSM Trail 125,Trial,124 ccm
2010,AJS,NAC12 125,Sport,124 ccm
2010,AJS,Regal Raptor DD50 E-2,Custom/cruiser,49 ccm
2010,AJS,Regal-Raptor Daytona 125,Custom/cruiser,125 ccm
2010,AJS,Regal-Raptor DD125 MK2,Custom/cruiser,125 ccm
2010,AJS,Regal-Raptor Eos-125 Mk2,Allround,125 ccm
2010,Alfer,VR 2000 Enduro,Enduro/offroad,250 ccm
2010,Alfer,VR 2000 Supermotard,Super motard,250 ccm
2010,American,IronHorse Slammer Base,Custom/cruiser,1917 ccm
2010,American,IronHorse Texas Chopper Base,Custom/cruiser,1819 ccm
2010,Aprilia,Atlantic 300,Scooter,278 ccm
2010,Aprilia,Dorsoduro 750,Super motard,750 ccm
2010,Aprilia,Dorsoduro 750 ABS,Super motard,750 ccm
2010,Aprilia,Dorsoduro 750 Factory,Super motard,750 ccm
2010,Aprilia,Mana 850,Naked bike,839 ccm
2010,Aprilia,Mana 850 GT ABS,Naked bike,839 ccm
2010,Aprilia,MXV 4.5,Cross/motocross,449 ccm
2010,Aprilia,Pegaso 650,Super motard,660 ccm
2010,Aprilia,Pegaso 650 Factory,Super motard,660 ccm
2010,Aprilia,Pegaso 650 Trail,Super motard,660 ccm
2010,Aprilia,RS 125,Sport,125 ccm
2010,Aprilia,RS 125 Replica SBK,Sport,125 ccm
2010,Aprilia,RS 50,Sport,50 ccm
2010,Aprilia,RS 50 Replica SBK,Sport,50 ccm
2010,Aprilia,RSV4 Factory,Sport,1000 ccm
2010,Aprilia,RSV4 R,Sport,1000 ccm
2010,Aprilia,RX 125,Enduro/offroad,125 ccm
2010,Aprilia,RX 50,Enduro/offroad,50 ccm
2010,Aprilia,RXV 4.5,Enduro/offroad,452 ccm
2010,Aprilia,RXV 5.5,Super motard,550 ccm
2010,Aprilia,Scarabeo 100 4T,Scooter,96 ccm
2010,Aprilia,Scarabeo 125ie,Scooter,124 ccm
2010,Aprilia,Scarabeo 200,Scooter,181 ccm
2010,Aprilia,Scarabeo 200ie,Scooter,180 ccm
2010,Aprilia,Scarabeo 250,Scooter,244 ccm
2010,Aprilia,Scarabeo 300 Special,Scooter,278 ccm
2010,Aprilia,Scarabeo 400,Scooter,399 ccm
2010,Aprilia,Scarabeo 50 4T,Scooter,49 ccm
2010,Aprilia,Scarabeo 50 4T 4V,Scooter,49 ccm
2010,Aprilia,Scarabeo 50 Street,Scooter,49 ccm
2010,Aprilia,Scarabeo 500,Scooter,493 ccm
