Year,Make,Model,Category,Engine,Package
1950,AJS,Model 16 350MS,Allround,347 ccm,
1950,AJS,Model 20 500,Allround,498 ccm,
1950,Ariel,4G Square Four Mark I,Allround,995 ccm,
1950,Ariel,KH 500 Red Hunter,Allround,498 ccm,
1950,Ariel,MK1 Square Four,Allround,997 ccm,
1950,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1950,Ariel,VB 600,Allround,598 ccm,
1950,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1950,BMW,R24,Allround,247 ccm,
1950,BMW,R25,Allround,247 ccm,
1950,BMW,R51 2,Allround,494 ccm,
1950,Cushman,Eagle,Scooter,318 ccm,
1950,DKW,RT 175 W,Sport,123 ccm,
1950,Gilera,Saturno San Remo,Sport,499 ccm,
1950,Gilera,Saturno Turismo,Sport,499 ccm,
1950,Harley-Davidson,EL,Custom/cruiser,1000 ccm,
1950,Harley-Davidson,ES,Custom/cruiser,1000 ccm,
1950,Harley-Davidson,FL Hydra Glide,Touring,1208 ccm,
1950,Harley-Davidson,Model E,Custom/cruiser,1000 ccm,
1950,Harley-Davidson,S-125,Allround,165 ccm,
1950,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1950,Hercules,211,Sport,98 ccm,
1950,Hercules,311,Sport,123 ccm,
1950,Hercules,MF 2,Sport,98 ccm,
1950,Horex,Regina 400,Naked bike,400 ccm,
1950,Indian,Chief,Custom/cruiser,1300 ccm,
1950,Indian,Scout 440,Allround,440 ccm,
1950,Lambretta,125B,Scooter,123 ccm,
1950,Lambretta,125C,Scooter,124 ccm,
1950,Matchless,G3 350,Sport,347 ccm,
1950,Moto,Guzzi Dondolino,Sport,498 ccm,
1950,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1950,Nimbus,2510,Allround,750 ccm,
1950,Norton,Dominator Model 7,Naked bike,497 ccm,
1950,Norton,International Model 30,Sport,490 ccm,
1950,Norton,Manx Daytona Racer,Sport,495 ccm,
1950,NSU,101 OSB,Sport,98 ccm,
1950,Rikuo,RT 2,Allround,750 ccm,
1950,Simplex,Automatic,Allround,130 ccm,
1950,Sunbeam,S7 500,Sport touring,487 ccm,
1950,Sunbeam,S8 500,Sport touring,487 ccm,
1950,Triumph,500 Grand Prix,Sport,498 ccm,
1950,Triumph,Speed Twin,Allround,498 ccm,
1950,Triumph,Speed Twin 5T,Sport,498 ccm,
1950,Velocette,KTT,Cross/motocross,348 ccm,
1950,Velocette,KTT Mk VIII,Sport,348 ccm,
1950,Velocette,Mac,Allround,349 ccm,
1950,Vespa,Circuito,Scooter,125 ccm,
1950,Vespa,Monthlery,Sport,125 ccm,
1950,Vincent,HRD Series B Rapide,Allround,998 ccm,
1950,Zündapp,DB 201,Allround,198 ccm,
1950,Zündapp,KS 601,Allround,592 ccm,
1951,AJS,Model 16 350MS,Allround,347 ccm,
1951,AJS,Model 20 500,Allround,498 ccm,
1951,Ariel,4G Square Four Mark I,Allround,995 ccm,
1951,Ariel,KH 500 Red Hunter,Allround,498 ccm,
1951,Ariel,MK1 Square Four,Allround,997 ccm,
1951,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1951,Ariel,VB 600,Allround,598 ccm,
1951,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1951,BMW,R25,Allround,247 ccm,
1951,BMW,R25 2,Allround,247 ccm,
1951,BMW,R51 2,Allround,494 ccm,
1951,BMW,R51 3,Allround,494 ccm,
1951,BMW,R67,Allround,594 ccm,
1951,BSA,350 Plunger,Classic,350 ccm,
1951,BSA,Daytona Replica,Sport,497 ccm,
1951,Cushman,Eagle,Scooter,318 ccm,
1951,DKW,RT 175 W,Sport,123 ccm,
1951,DKW,RT 200,Sport,193 ccm,
1951,Gilera,Saturno Bialbero,Sport,499 ccm,
1951,Gilera,Saturno Corsa,Sport,499 ccm,
1951,Gilera,Saturno San Remo,Sport,499 ccm,
1951,Harley-Davidson,EL,Custom/cruiser,1000 ccm,
1951,Harley-Davidson,FL Hydra Glide,Touring,1208 ccm,
1951,Harley-Davidson,S-125,Allround,165 ccm,
1951,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1951,Hercules,311,Sport,123 ccm,
1951,Hercules,313 Starr,Sport,123 ccm,
1951,Hercules,314,Sport,174 ccm,
1951,Hercules,316,Sport,98 ccm,
1951,Hercules,MF 2,Sport,98 ccm,
1951,Horex,Regina 400,Naked bike,400 ccm,
1951,Indian,Chief,Custom/cruiser,1300 ccm,
1951,Indian,Scout 440,Allround,440 ccm,
1951,Lambretta,125B,Scooter,123 ccm,
1951,Lambretta,125C,Scooter,124 ccm,
1951,Lambretta,125D Series 1,Scooter,123 ccm,
1951,Matchless,G3 350,Sport,347 ccm,
1951,Moto,Guzzi Dondolino,Sport,498 ccm,
1951,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1951,Moto,Guzzi Galetto,Scooter,160 ccm,
1951,Nimbus,2510,Allround,750 ccm,
1951,Norton,Dominator Model 7,Naked bike,497 ccm,
1951,Norton,International Model 30,Sport,490 ccm,
1951,Norton,Manx Daytona Racer,Sport,495 ccm,
1951,NSU,101 OSB,Sport,98 ccm,
1951,NSU,125ZB,Sport,123 ccm,
1951,NSU,Delphin III,Sport,499 ccm,
1951,NSU,Konsul 1,Sport,346 ccm,
1951,NSU,Konsul 2,Sport,498 ccm,
1951,NSU,Lux,Sport,198 ccm,
1951,NSU,Max,Sport,247 ccm,
1951,Rikuo,RT 2,Allround,750 ccm,
1951,Simplex,Automatic,Allround,130 ccm,
1951,Sunbeam,S7 500,Sport touring,487 ccm,
1951,Sunbeam,S8 500,Sport touring,487 ccm,
1951,Triumph,Speed Twin,Allround,498 ccm,
1951,Triumph,Speed Twin 5T,Sport,498 ccm,
1951,Velocette,Mac,Allround,349 ccm,
1951,Vincent,HRD Series B Rapide,Allround,998 ccm,
1951,Zündapp,DB 201,Allround,198 ccm,
1951,Zündapp,DB 202,Allround,198 ccm,
1951,Zündapp,KS 601,Allround,592 ccm,
1952,Adler,M 200,Naked bike,200 ccm,
1952,Adler,M 250,Custom/cruiser,250 ccm,
1952,Adler,M 250 S,Allround,247 ccm,
1952,AJS,Model 16 350MS,Allround,347 ccm,
1952,AJS,Model 20 500,Allround,498 ccm,
1952,Ariel,4G Square Four Mark I,Allround,995 ccm,
1952,Ariel,KH 500 Red Hunter,Allround,498 ccm,
1952,Ariel,MK1 Square Four,Allround,997 ccm,
1952,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1952,Ariel,VB 600,Allround,598 ccm,
1952,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1952,Ariel,VHA 500,Allround,497 ccm,
1952,BMW,R25 2,Allround,247 ccm,
1952,BMW,R51 3,Allround,494 ccm,
1952,BMW,R67 2,Allround,594 ccm,
1952,BMW,R68,Sport,594 ccm,
1952,BSA,Daytona Replica,Sport,497 ccm,
1952,Cushman,Eagle,Scooter,318 ccm,
1952,DKW,RT 125 2,Sport,123 ccm,
1952,DKW,RT 200H,Sport,191 ccm,
1952,DKW,RT 250 1,Sport,244 ccm,
1952,Gilera,Saturno Bialbero,Sport,499 ccm,
1952,Gilera,Saturno Corsa,Sport,499 ccm,
1952,Gilera,Saturno San Remo,Sport,499 ccm,
1952,Harley-Davidson,EL,Custom/cruiser,1000 ccm,
1952,Harley-Davidson,FL Hydra Glide,Touring,1208 ccm,
1952,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1952,Harley-Davidson,Model K,Allround,743 ccm,
1952,Harley-Davidson,Model KK,Allround,743 ccm,
1952,Harley-Davidson,S-125,Allround,165 ccm,
1952,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1952,Hercules,311,Sport,123 ccm,
1952,Hercules,313 Starr,Sport,123 ccm,
1952,Hercules,314,Sport,174 ccm,
1952,Hercules,315,Sport,247 ccm,
1952,Hercules,316,Sport,98 ccm,
1952,Horex,Regina 400,Naked bike,400 ccm,
1952,Indian,Chief,Custom/cruiser,1300 ccm,
1952,Indian,Scout 440,Allround,440 ccm,
1952,Lambretta,125D Series 1,Scooter,123 ccm,
1952,Matchless,G3 350,Sport,347 ccm,
1952,Mondial,200 Constellation,Sport,200 ccm,
1952,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1952,Moto,Guzzi Galetto,Scooter,160 ccm,
1952,Nimbus,2510,Allround,750 ccm,
1952,Norton,Dominator Model 7,Naked bike,497 ccm,
1952,Norton,International Model 30,Sport,490 ccm,
1952,Norton,Manx Daytona Racer,Sport,495 ccm,
1952,NSU,101 OSB,Sport,98 ccm,
1952,NSU,125ZB,Sport,123 ccm,
1952,NSU,Konsul 1,Sport,346 ccm,
1952,NSU,Konsul 2,Sport,498 ccm,
1952,NSU,Lux,Sport,198 ccm,
1952,NSU,Max,Sport,247 ccm,
1952,NSU,Rennmax,Sport,248 ccm,
1952,Rikuo,RT 2,Allround,750 ccm,
1952,Simplex,Automatic,Allround,130 ccm,
1952,Sparta,NL200,Allround,200 ccm,
1952,Sunbeam,S7 500,Sport touring,487 ccm,
1952,Sunbeam,S8 500,Sport touring,487 ccm,
1952,Triumph,Speed Twin,Allround,498 ccm,
1952,Triumph,Speed Twin 5T,Sport,498 ccm,
1952,Velocette,Mac,Allround,349 ccm,
1952,Zündapp,DB 202,Allround,198 ccm,
1952,Zündapp,DB 203,Allround,198 ccm,
1952,Zündapp,DB 204 Norma,Allround,198 ccm,
1952,Zündapp,KS 601,Allround,592 ccm,
1952,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1953,Adler,M 200,Naked bike,200 ccm,
1953,Adler,M 250,Custom/cruiser,250 ccm,
1953,Adler,M 250 S,Allround,247 ccm,
1953,AJS,Model 16 350MS,Allround,347 ccm,
1953,AJS,Model 20 500,Allround,498 ccm,
1953,Ardie,BD 175,Sport,172 ccm,
1953,Ariel,4G Square Four Mark I,Allround,995 ccm,
1953,Ariel,4G Square Four Mark II,Allround,995 ccm,
1953,Ariel,KH 500 Red Hunter,Allround,498 ccm,
1953,Ariel,MK1 Square Four,Allround,997 ccm,
1953,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1953,Ariel,VB 600,Allround,598 ccm,
1953,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1953,Ariel,VHA 500,Allround,497 ccm,
1953,BMW,R25 2,Allround,247 ccm,
1953,BMW,R25 3,Allround,247 ccm,
1953,BMW,R51 3,Allround,494 ccm,
1953,BMW,R67 2,Allround,594 ccm,
1953,BMW,R68,Sport,594 ccm,
1953,BSA,Daytona Replica,Sport,497 ccm,
1953,BSA,M 21,Allround,591 ccm,
1953,Cushman,Eagle,Scooter,318 ccm,
1953,DKW,RT 125 2,Sport,123 ccm,
1953,DKW,RT 200H,Sport,191 ccm,
1953,DKW,RT 250 1,Sport,244 ccm,
1953,DKW,RT 250 2,Sport,244 ccm,
1953,Gilera,Saturno Bialbero,Sport,499 ccm,
1953,Gilera,Saturno Corsa,Sport,499 ccm,
1953,Gilera,Saturno San Remo,Sport,499 ccm,
1953,Harley-Davidson,FL Hydra Glide,Touring,1208 ccm,
1953,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1953,Harley-Davidson,Model K,Allround,743 ccm,
1953,Harley-Davidson,Model KK,Allround,743 ccm,
1953,Harley-Davidson,Model KR,Sport,743 ccm,
1953,Harley-Davidson,S-125,Allround,165 ccm,
1953,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1953,Heinkel,A0 Series 101,Scooter,149 ccm,
1953,Hercules,311,Sport,123 ccm,
1953,Hercules,313 Starr,Sport,123 ccm,
1953,Hercules,315,Sport,247 ccm,
1953,Hercules,316,Sport,98 ccm,
1953,Hercules,317,Sport,197 ccm,
1953,Hercules,318,Sport,246 ccm,
1953,Hercules,319,Sport,173 ccm,
1953,Hercules,322,Sport,246 ccm,
1953,Horex,Regina 350,Allround,342 ccm,
1953,Horex,Regina 400,Naked bike,400 ccm,
1953,Indian,Chief,Custom/cruiser,1300 ccm,
1953,Indian,Scout 440,Allround,440 ccm,
1953,Lambretta,125D Series 1,Scooter,123 ccm,
1953,Lambretta,125D Series 2,Scooter,123 ccm,
1953,Lambretta,125E,Scooter,123 ccm,
1953,Lambretta,125LD Series 2,Scooter,125 ccm,
1953,Marusho,Lilac Dragon,Allround,338 ccm,
1953,Matchless,G3 350,Sport,347 ccm,
1953,Matchless,G50,Sport,496 ccm,
1953,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1953,Moto,Guzzi Galetto,Scooter,175 ccm,
1953,Norton,Dominator Model 7,Naked bike,497 ccm,
1953,Norton,International Model 30,Sport,490 ccm,
1953,NSU,101 OSB,Sport,98 ccm,
1953,NSU,125ZB,Sport,123 ccm,
1953,NSU,Konsul 1,Sport,346 ccm,
1953,NSU,Konsul 2,Sport,498 ccm,
1953,NSU,Lux,Sport,198 ccm,
1953,NSU,Max,Sport,247 ccm,
1953,NSU,Rennmax,Sport,248 ccm,
1953,Peugeot,S157,Scooter,147 ccm,
1953,Puch,250 SGS 67,Sport,248 ccm,
1953,Rikuo,RT 2,Allround,750 ccm,
1953,Simplex,Automatic,Allround,130 ccm,
1953,Simson,AWO 425,Custom/cruiser,249 ccm,
1953,Sparta,NL200,Allround,200 ccm,
1953,Sunbeam,S7 500,Sport touring,487 ccm,
1953,Sunbeam,S8 500,Sport touring,487 ccm,
1953,Triumph,Speed Twin,Allround,498 ccm,
1953,Triumph,Speed Twin 5T,Sport,498 ccm,
1953,Triumph,Terrier 150,Sport,150 ccm,
1953,Velocette,Mac,Allround,349 ccm,
1953,Vespa,125 U,Scooter,125 ccm,
1953,Victoria,Bergmeister,Allround,345 ccm,
1953,Victoria,Peggy,Scooter,197 ccm,
1953,Vincent,Series C Rapide,Sport touring,998 ccm,
1953,Zündapp,Bella R150,Scooter,147 ccm,
1953,Zündapp,DB 203,Allround,198 ccm,
1953,Zündapp,DB 204 Norma,Allround,198 ccm,
1953,Zündapp,DB 205 Elastic 200,Allround,198 ccm,
1953,Zündapp,DB 255 Elastic 250,Sport,246 ccm,
1953,Zündapp,KS 601,Allround,592 ccm,
1953,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1953,Zündapp,Norma Luxsus Db234,Allround,198 ccm,
1954,Adler,M 200,Naked bike,200 ccm,
1954,Adler,M 250,Custom/cruiser,250 ccm,
1954,Adler,M 250 S,Allround,247 ccm,
1954,Adler,MB 250 RS,Cross/motocross,247 ccm,
1954,AJS,16M,Allround,348 ccm,
1954,AJS,Model 16 350MS,Allround,347 ccm,
1954,AJS,Model 20 500,Allround,498 ccm,
1954,Ardie,BD 175,Sport,172 ccm,
1954,Ardie,BD 201,Sport,194 ccm,
1954,Ariel,4G Square Four Mark II,Allround,995 ccm,
1954,Ariel,FH 650,Allround,646 ccm,
1954,Ariel,KH 500 Huntmaster,Allround,498 ccm,
1954,Ariel,LH 200 Colt,Allround,197 ccm,
1954,Ariel,MK2 Square Four,Allround,997 ccm,
1954,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1954,Ariel,VB 600,Allround,598 ccm,
1954,BMW,R25 3,Allround,247 ccm,
1954,BMW,R51 3,Allround,494 ccm,
1954,BMW,R67 2,Allround,594 ccm,
1954,BMW,R68,Sport,594 ccm,
1954,BSA,A7 Shoting Star,Naked bike,497 ccm,
1954,BSA,Daytona Replica,Sport,497 ccm,
1954,BSA,Golden Flash,Allround,646 ccm,
1954,BSA,M 21,Allround,591 ccm,
1954,Cushman,Eagle,Scooter,318 ccm,
1954,DKW,Hobby Luxus,Scooter,74 ccm,
1954,DKW,RT 125 2,Sport,123 ccm,
1954,DKW,RT 125 2H,Sport,123 ccm,
1954,DKW,RT 175,Sport,174 ccm,
1954,DKW,RT 200 2,Sport,197 ccm,
1954,DKW,RT 200 S,Sport,197 ccm,
1954,DKW,RT 250 2,Sport,244 ccm,
1954,Dürkopp,Diana,Scooter,194 ccm,
1954,Gilera,Saturno Corsa,Sport,499 ccm,
1954,Harley-Davidson,FL Hydra Glide,Touring,1208 ccm,
1954,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1954,Harley-Davidson,Model KH,Allround,833 ccm,
1954,Harley-Davidson,Model KHK,Sport,833 ccm,
1954,Harley-Davidson,S-125,Allround,165 ccm,
1954,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1954,Heinkel,A0 Series 101,Scooter,149 ccm,
1954,Heinkel,A1 Series 102,Scooter,174 ccm,
1954,Hercules,313 Starr,Sport,123 ccm,
1954,Hercules,316,Sport,98 ccm,
1954,Hercules,317,Sport,197 ccm,
1954,Hercules,318,Sport,246 ccm,
1954,Hercules,319,Sport,173 ccm,
1954,Hercules,322,Sport,246 ccm,
1954,Horex,Regina 350,Allround,342 ccm,
1954,Lambretta,125D Series 2,Scooter,123 ccm,
1954,Lambretta,125E,Scooter,123 ccm,
1954,Lambretta,125F,Scooter,123 ccm,
1954,Lambretta,125LD Series 2,Scooter,125 ccm,
1954,Lambretta,125LDA Series 2,Scooter,125 ccm,
1954,Lambretta,150D Series 2,Scooter,150 ccm,
1954,Lambretta,LD 150 series 1,Scooter,148 ccm,
1954,Lambretta,LD 150 series 2,Scooter,148 ccm,
1954,Maico,Maicoletta,Scooter,174 ccm,
1954,Maico,Maicoletta 247,Scooter,247 ccm,
1954,Maico,Maicoletta 277,Scooter,277 ccm,
1954,Matchless,G3 350,Sport,347 ccm,
1954,Matchless,G50,Sport,496 ccm,
1954,Moto,Guzzi Cardellino 65 Turismo,Sport,64 ccm,
1954,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1954,Moto,Guzzi Galetto,Scooter,175 ccm,
1954,Norton,Dominator Model 7,Naked bike,497 ccm,
1954,Norton,International Model 30,Sport,490 ccm,
1954,Norton,Manx,Sport,499 ccm,
1954,NSU,101 OSB,Sport,98 ccm,
1954,NSU,125ZB,Sport,123 ccm,
1954,NSU,Dolphin Race Fox,Speedway,124 ccm,
1954,NSU,Konsul 2,Sport,498 ccm,
1954,NSU,Lux,Sport,198 ccm,
1954,NSU,Max,Sport,247 ccm,
1954,NSU,Sportsmax,Sport,247 ccm,
1954,NSU,Superlux,Sport,198 ccm,
1954,Peugeot,S157,Scooter,147 ccm,
1954,Puch,250 SGS 67,Sport,248 ccm,
1954,Rikuo,RT 2,Allround,750 ccm,
1954,Simplex,Automatic,Allround,130 ccm,
1954,Sparta,250 Twin,Allround,244 ccm,
1954,Sparta,NL200,Allround,200 ccm,
1954,Sunbeam,S7 500,Sport touring,487 ccm,
1954,Sunbeam,S8 500,Sport touring,487 ccm,
1954,Triumph,Speed Twin,Allround,498 ccm,
1954,Triumph,Speed Twin 5T,Sport,498 ccm,
1954,Triumph,Terrier 150,Sport,150 ccm,
1954,Triumph,Tiger Cub T 20,Sport,199 ccm,
1954,Velocette,Mac,Allround,349 ccm,
1954,Victoria,Bergmeister,Allround,345 ccm,
1954,Victoria,Peggy,Scooter,197 ccm,
1954,Zündapp,Bella R150,Scooter,147 ccm,
1954,Zündapp,Bella R200,Scooter,198 ccm,
1954,Zündapp,DB 205 Elastic 200,Allround,198 ccm,
1954,Zündapp,DB 255 Elastic 250,Sport,246 ccm,
1954,Zündapp,Elastic 198,Custom/cruiser,198 ccm,
1954,Zündapp,KS 601,Allround,592 ccm,
1954,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1954,Zündapp,Norma Luxsus Db234,Allround,198 ccm,
1955,Adler,Junior 100 Luxus,Scooter,100 ccm,
1955,Adler,M 100,Sport,100 ccm,
1955,Adler,M 250 S,Allround,247 ccm,
1955,Adler,MB 250 RS,Cross/motocross,247 ccm,
1955,Aermacchi,HD 125 Zeffiro,Scooter,123 ccm,
1955,Aermacchi,HD 150 Zeffiro,Scooter,148 ccm,
1955,AJS,Model 16 350 Spectre,Allround,348 ccm,
1955,AJS,Model 16 350MS,Allround,347 ccm,
1955,AJS,Model 20 500,Allround,498 ccm,
1955,Ardie,BD 175,Sport,172 ccm,
1955,Ardie,BD 201,Sport,194 ccm,
1955,Ardie,BZ 350,Sport,342 ccm,
1955,Ardie,BZ 350 D,Sport,342 ccm,
1955,Ariel,4G Square Four Mark II,Allround,995 ccm,
1955,Ariel,FH 650 Huntmaster,Allround,646 ccm,
1955,Ariel,KH 500 Huntmaster,Allround,498 ccm,
1955,Ariel,LH 200 Colt,Allround,197 ccm,
1955,Ariel,MK2 Square Four,Allround,997 ccm,
1955,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1955,Ariel,VB 600,Allround,598 ccm,
1955,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1955,BMW,R25 3,Allround,247 ccm,
1955,BMW,R50,Allround,494 ccm,
1955,BMW,R67 3,Sport,594 ccm,
1955,BMW,R69,Sport,594 ccm,
1955,BSA,A7 Shoting Star,Naked bike,497 ccm,
1955,BSA,Golden Flash,Allround,646 ccm,
1955,BSA,M 21,Allround,591 ccm,
1955,Cushman,Eagle,Scooter,318 ccm,
1955,DKW,Hobby Luxus,Scooter,74 ccm,
1955,DKW,RT 125 2,Sport,123 ccm,
1955,DKW,RT 125 2H,Sport,123 ccm,
1955,DKW,RT 175,Sport,174 ccm,
1955,DKW,RT 175 S,Sport,174 ccm,
1955,DKW,RT 200 2,Sport,197 ccm,
1955,DKW,RT 200 S,Sport,197 ccm,
1955,DKW,RT 250 2,Sport,244 ccm,
1955,DKW,RT 350 S,Allround,348 ccm,
1955,Douglas,Dragonfly,Sport,348 ccm,
1955,Dürkopp,Diana,Scooter,194 ccm,
1955,Gilera,Saturno Corsa,Sport,499 ccm,
1955,Harley-Davidson,FL Hydra Glide,Touring,1208 ccm,
1955,Harley-Davidson,Hummer,Naked bike,125 ccm,
1955,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1955,Harley-Davidson,Model KH,Allround,833 ccm,
1955,Harley-Davidson,Model KHK,Sport,833 ccm,
1955,Harley-Davidson,S-125,Allround,125 ccm,
1955,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1955,Heinkel,A0 Series 103,Scooter,174 ccm,
1955,Heinkel,A1 Series 102,Scooter,174 ccm,
1955,Hercules,313 Starr,Sport,123 ccm,
1955,Hercules,316,Sport,98 ccm,
1955,Hercules,317,Sport,197 ccm,
1955,Hercules,318,Sport,246 ccm,
1955,Hercules,319,Sport,173 ccm,
1955,Hercules,322,Sport,246 ccm,
1955,Hercules,R 200,Scooter,191 ccm,
1955,Horex,Imperator,Allround,400 ccm,
1955,Horex,Regina,Allround,248 ccm,
1955,Horex,Regina 350,Allround,342 ccm,
1955,Horex,Regina 400,Naked bike,400 ccm,
1955,James,Colonel,Allround,225 ccm,
1955,James,Colonel 225,Allround,225 ccm,
1955,James,Comet,Naked bike,98 ccm,
1955,Lambretta,125F,Scooter,123 ccm,
1955,Lambretta,125LD Series 2,Scooter,125 ccm,
1955,Lambretta,150D Series 2,Scooter,150 ccm,
1955,Lambretta,LD 150 series 1,Scooter,148 ccm,
1955,Lambretta,LD 150 series 2,Scooter,148 ccm,
1955,Lambretta,LDA 150 series 2,Scooter,148 ccm,
1955,Laverda,Tourismo,Sport,98 ccm,
1955,Maico,Blizzard,Cross/motocross,177 ccm,
1955,Maico,Blizzard 247,Cross/motocross,247 ccm,
1955,Maico,Blizzard 277,Cross/motocross,277 ccm,
1955,Maico,Maicoletta,Scooter,174 ccm,
1955,Maico,Maicoletta 247,Scooter,247 ccm,
1955,Maico,Maicoletta 277,Scooter,277 ccm,
1955,Matchless,G3 350,Sport,347 ccm,
1955,Matchless,G50,Sport,496 ccm,
1955,Moto,Guzzi Cardellino 65 Turismo,Sport,64 ccm,
1955,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1955,Moto,Guzzi Galetto,Scooter,192 ccm,
1955,Motobi,Catria Lusso,Sport,172 ccm,
1955,Motobi,Imperiale Sport,Sport,125 ccm,
1955,Norton,Dominator Model 7,Naked bike,497 ccm,
1955,Norton,International Model 30,Sport,490 ccm,
1955,Norton,Manx,Sport,499 ccm,
1955,NSU,Max,Sport,247 ccm,
1955,NSU,Sportsmax,Sport,247 ccm,
1955,NSU,Superfox,Sport,123 ccm,
1955,NSU,Superlux,Sport,198 ccm,
1955,Panther,65 Springer,Sport,248 ccm,
1955,Panther,75 Springer,Sport,348 ccm,
1955,Peugeot,S157,Scooter,147 ccm,
1955,Puch,250 SGS 67,Sport,248 ccm,
1955,Rikuo,RT 2,Allround,750 ccm,
1955,Simson,425 T,Allround,247 ccm,
1955,Sparta,250 Twin,Allround,244 ccm,
1955,Sparta,NL200,Allround,200 ccm,
1955,Sparta,SL 250,Allround,245 ccm,
1955,Sunbeam,S7 500,Sport touring,487 ccm,
1955,Sunbeam,S8 500,Sport touring,487 ccm,
1955,Triumph,Speed Twin,Allround,498 ccm,
1955,Triumph,Speed Twin 5T,Sport,498 ccm,
1955,Triumph,Terrier 150,Sport,150 ccm,
1955,Triumph,Tiger Cub T 20,Sport,199 ccm,
1955,Velocette,Mac,Allround,349 ccm,
1955,Velocette,Venom,Allround,499 ccm,
1955,Victoria,Bergmeister,Allround,345 ccm,
1955,Zündapp,200 S,Allround,197 ccm,
1955,Zündapp,Bella 151,Scooter,147 ccm,
1955,Zündapp,Bella 201,Scooter,198 ccm,
1955,Zündapp,Bella R150,Scooter,147 ccm,
1955,Zündapp,DB 205 Elastic 200,Allround,198 ccm,
1955,Zündapp,DB 255 Elastic 250,Sport,246 ccm,
1955,Zündapp,KS 601,Allround,592 ccm,
1955,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1955,Zündapp,Norma Luxsus Db234,Allround,198 ccm,
1956,Adler,Junior 100 Luxus,Scooter,100 ccm,
1956,Adler,M 100,Sport,100 ccm,
1956,Adler,M 250 S,Allround,247 ccm,
1956,Adler,MB 250 RS,Cross/motocross,247 ccm,
1956,Aermacchi,Chimera 175,Sport,172 ccm,
1956,Aermacchi,HD 125 Zeffiro,Scooter,123 ccm,
1956,Aermacchi,HD 150 Zeffiro,Scooter,148 ccm,
1956,AJS,Model 16 350 Spectre,Allround,348 ccm,
1956,AJS,Model 16 350MS,Allround,347 ccm,
1956,AJS,Model 20 500,Allround,498 ccm,
1956,AJS,Model 30 600,Allround,593 ccm,
1956,Ardie,BD 175,Sport,172 ccm,
1956,Ardie,BD 201,Sport,194 ccm,
1956,Ardie,BZ 350,Sport,342 ccm,
1956,Ardie,BZ 350 D,Sport,342 ccm,
1956,Ariel,4G Square Four Mark II,Allround,995 ccm,
1956,Ariel,HT5 500,Enduro/offroad,497 ccm,
1956,Ariel,KH 500 Fieldmaster,Allround,498 ccm,
1956,Ariel,LH 200 Colt,Allround,197 ccm,
1956,Ariel,MK2 Square Four,Allround,997 ccm,
1956,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1956,Ariel,VB 600,Allround,598 ccm,
1956,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1956,BMW,R 60,Allround,594 ccm,
1956,BMW,R25 3,Allround,247 ccm,
1956,BMW,R26,Allround,247 ccm,
1956,BMW,R50,Allround,494 ccm,
1956,BMW,R67 3,Sport,594 ccm,
1956,BMW,R69,Sport,594 ccm,
1956,BSA,A7 Shoting Star,Naked bike,497 ccm,
1956,BSA,Golden Flash,Allround,646 ccm,
1956,BSA,M 21,Allround,591 ccm,
1956,Cushman,Eagle,Scooter,318 ccm,
1956,DKW,Hobby Luxus,Scooter,74 ccm,
1956,DKW,Hummel,Sport,49 ccm,
1956,DKW,RT 125 2,Sport,123 ccm,
1956,DKW,RT 125 2H,Sport,123 ccm,
1956,DKW,RT 175 S,Sport,174 ccm,
1956,DKW,RT 175 VS,Sport,174 ccm,
1956,DKW,RT 200 S,Sport,197 ccm,
1956,DKW,RT 200 VS,Sport,197 ccm,
1956,DKW,RT 250 S,Allround,244 ccm,
