Year,Make,Model,Category,Engine,Package
2007,Yamaha,DT50X,Super motard,50 ccm,
2007,Yamaha,FJR 1300 A,Sport touring,1298 ccm,
2007,Yamaha,FJR 1300 AE,Sport touring,1298 ccm,
2007,Yamaha,FJR 1300 AS,Sport,1298 ccm,
2007,Yamaha,FZ1,Sport,998 ccm,
2007,Yamaha,FZ1 Fazer,Naked bike,998 ccm,
2007,Yamaha,FZ1 Fazer ABS,Naked bike,998 ccm,
2007,Yamaha,FZ6,Sport,600 ccm,
2007,Yamaha,FZ6 ABS,Naked bike,600 ccm,
2007,Yamaha,FZ6 Fazer,Naked bike,600 ccm,
2007,Yamaha,FZ6 Fazer ABS,Naked bike,600 ccm,
2007,Yamaha,FZ6 Fazer S2,Naked bike,600 ccm,
2007,Yamaha,FZ6 Fazer S2 ABS,Naked bike,600 ccm,
2007,Yamaha,FZ6 S2,Naked bike,600 ccm,
2007,Yamaha,FZ6 S2 ABS,Naked bike,600 ccm,
2007,Yamaha,G5,Sport,106 ccm,
2007,Yamaha,Giggle,Scooter,49 ccm,
2007,Yamaha,Gladiator,Sport,124 ccm,
2007,Yamaha,Gladiator Type J.A.,Sport,124 ccm,
2007,Yamaha,Jog R,Scooter,49 ccm,
2007,Yamaha,Jog RR,Scooter,49 ccm,
2007,Yamaha,JogRR MotoGP,Scooter,49 ccm,
2007,Yamaha,Majesty 125,Scooter,125 ccm,
2007,Yamaha,Majesty 400,Scooter,395 ccm,
2007,Yamaha,Majesty 400 ABS,Scooter,395 ccm,
2007,Yamaha,Midnight Warrior,Custom/cruiser,1672 ccm,
2007,Yamaha,Morphous,Scooter,249 ccm,
2007,Yamaha,MT-01,Naked bike,1670 ccm,
2007,Yamaha,MT-03,Naked bike,660 ccm,
2007,Yamaha,Neos,Scooter,49 ccm,
2007,Yamaha,Night Max,Scooter,499 ccm,
2007,Yamaha,Night Max ABS,Scooter,499 ccm,
2007,Yamaha,PW 50,Enduro/offroad,49 ccm,
2007,Yamaha,PW80,Enduro/offroad,79 ccm,
2007,Yamaha,Road Star,Custom/cruiser,1672 ccm,
2007,Yamaha,Road Star Midnight,Custom/cruiser,1672 ccm,
2007,Yamaha,Road Star Midnight Silverado,Custom/cruiser,1672 ccm,
2007,Yamaha,Road Star Silverado,Custom/cruiser,1672 ccm,
2007,Yamaha,Roadliner,Custom/cruiser,1852 ccm,
2007,Yamaha,Roadliner Midnight,Custom/cruiser,1852 ccm,
2007,Yamaha,Roadliner S,Custom/cruiser,1852 ccm,
2007,Yamaha,Royal Star Tour Deluxe,Custom/cruiser,1295 ccm,
2007,Yamaha,Royal Star Venture,Custom/cruiser,1295 ccm,
2007,Yamaha,Slider Naked,Scooter,49 ccm,
2007,Yamaha,Stratoliner,Custom/cruiser,1852 ccm,
2007,Yamaha,Stratoliner Midnight,Custom/cruiser,1852 ccm,
2007,Yamaha,Stratoliner S,Custom/cruiser,1852 ccm,
2007,Yamaha,TDM 900,Sport,897 ccm,
2007,Yamaha,TDM 900 - A,Naked bike,897 ccm,
2007,Yamaha,TMax,Scooter,499 ccm,
2007,Yamaha,TMAX 500,Scooter,499 ccm,
2007,Yamaha,TMAX 500 Special Edition,Scooter,499 ccm,
2007,Yamaha,TT-R 125,Enduro/offroad,124 ccm,
2007,Yamaha,TT-R 125 E,Enduro/offroad,124 ccm,
2007,Yamaha,TT-R 125 L,Enduro/offroad,124 ccm,
2007,Yamaha,TT-R 125 LE,Enduro/offroad,124 ccm,
2007,Yamaha,TT-R 125 LW,Enduro/offroad,124 ccm,
2007,Yamaha,TT-R 125 LWE,Enduro/offroad,124 ccm,
2007,Yamaha,TT-R 230,Enduro/offroad,223 ccm,
2007,Yamaha,TT-R 50 E,Enduro/offroad,49 ccm,
2007,Yamaha,TT-R 90,Enduro/offroad,89 ccm,
2007,Yamaha,TT-R 90 E,Enduro/offroad,89 ccm,
2007,Yamaha,TTR250,Enduro/offroad,249 ccm,
2007,Yamaha,TW 200,Enduro/offroad,196 ccm,
2007,Yamaha,TZR 50,Sport,50 ccm,
2007,Yamaha,V Star 1100 Classic,Custom/cruiser,1065 ccm,
2007,Yamaha,V Star 1100 Custom,Custom/cruiser,1065 ccm,
2007,Yamaha,V Star 1100 Silverado,Custom/cruiser,1065 ccm,
2007,Yamaha,V Star 1300,Custom/cruiser,1311 ccm,
2007,Yamaha,V Star 1300 Tourer,Touring,1311 ccm,
2007,Yamaha,V Star Classic,Custom/cruiser,656 ccm,
2007,Yamaha,V Star Custom,Custom/cruiser,656 ccm,
2007,Yamaha,V Star Silverado,Custom/cruiser,656 ccm,
2007,Yamaha,V-Max,Naked bike,1198 ccm,
2007,Yamaha,Vino 125,Scooter,124 ccm,
2007,Yamaha,Vino Classic,Scooter,49 ccm,
2007,Yamaha,Virago 250,Custom/cruiser,249 ccm,
2007,Yamaha,Warrior,Custom/cruiser,1672 ccm,
2007,Yamaha,Why,Scooter,49 ccm,
2007,Yamaha,WR 250 F,Enduro/offroad,250 ccm,
2007,Yamaha,WR 450 F,Enduro/offroad,449 ccm,
2007,Yamaha,X-City,Scooter,250 ccm,
2007,Yamaha,X-Max 125,Scooter,125 ccm,
2007,Yamaha,X-Max 250,Scooter,250 ccm,
2007,Yamaha,XJR 1300,Naked bike,1251 ccm,
2007,Yamaha,XT 125 R,Enduro/offroad,124 ccm,
2007,Yamaha,XT 125 X,Super motard,124 ccm,
2007,Yamaha,XT 225,Enduro/offroad,223 ccm,
2007,Yamaha,XT 660 R,Enduro/offroad,660 ccm,
2007,Yamaha,XT 660 X,Super motard,660 ccm,
2007,Yamaha,XTZ 250 Lander,Enduro/offroad,249 ccm,
2007,Yamaha,XV 1900 Midnight Star,Custom/cruiser,1854 ccm,
2007,Yamaha,XVS 1100 A DragStar Classic,Custom/cruiser,1063 ccm,
2007,Yamaha,XVS 1300 A Midnight Star,Custom/cruiser,1304 ccm,
2007,Yamaha,XVS 650 A DragStar Classic,Custom/cruiser,649 ccm,
2007,Yamaha,XVS 650 DragStar,Custom/cruiser,649 ccm,
2007,Yamaha,YBR 125,Sport,124 ccm,
2007,Yamaha,YBR 250,Allround,249 ccm,
2007,Yamaha,YW 100 - Beewee 100,Scooter,101 ccm,
2007,Yamaha,YZ 125,Cross/motocross,124 ccm,
2007,Yamaha,YZ 250,Cross/motocross,249 ccm,
2007,Yamaha,YZ 250 F,Cross/motocross,250 ccm,
2007,Yamaha,YZ 450 F,Cross/motocross,449 ccm,
2007,Yamaha,YZ 85,Cross/motocross,85 ccm,
2007,Yamaha,YZ250FSE - Special Edition,Cross/motocross,249 ccm,
2007,Yamaha,YZ450FSE - Special Edition,Cross/motocross,449 ccm,
2007,Yamaha,YZ85 LW,Cross/motocross,85 ccm,
2007,Yamaha,YZF 600 R,Sport,599 ccm,
2007,Yamaha,YZF-R1,Sport,998 ccm,
2007,Yamaha,YZF-R6,Sport,599 ccm,
2007,Yamaha,YZF-R6S,Sport,600 ccm,
2007,Zongshen,Hummer 250,Enduro/offroad,249 ccm,
2007,Zongshen,SC125,Scooter,125 ccm,
2008,Adiva,AD125,Scooter,124 ccm,
2008,Adiva,AD250,Scooter,244 ccm,
2008,Adly,Cat 100,Scooter,96 ccm,
2008,Adly,Cat 125 B,Scooter,124 ccm,
2008,Adly,Cat 125 D,Scooter,124 ccm,
2008,Adly,Cat 125 S,Scooter,124 ccm,
2008,Adly,Cat 50,Scooter,49 ccm,
2008,Adly,Jet 100,Scooter,96 ccm,
2008,Adly,Jet 50,Scooter,49 ccm,
2008,Adly,Noble 100,Scooter,96 ccm,
2008,Adly,Noble 125,Scooter,124 ccm,
2008,Adly,Noble 50,Scooter,49 ccm,
2008,Adly,Panther 100,Scooter,96 ccm,
2008,Adly,Panther 50,Scooter,49 ccm,
2008,Adly,Road Tracer 50,"Minibike, sport",49 ccm,
2008,Adly,Road Tracer 90,"Minibike, sport",86 ccm,
2008,Adly,Silver Fox 100,Scooter,96 ccm,
2008,Adly,Silver Fox 50,Scooter,49 ccm,
2008,Adly,Super Sonic 100,Scooter,96 ccm,
2008,Adly,Super Sonic 125,Scooter,124 ccm,
2008,Adly,Super Sonic 50,Scooter,49 ccm,
2008,Adly,Thunder Bike 100,Scooter,96 ccm,
2008,Adly,Thunder Bike 125,Scooter,124 ccm,
2008,Adly,Thunder Bike 50,Scooter,49 ccm,
2008,Aeon,AE-11 Pulsar 100,Scooter,96 ccm,
2008,Aeon,AE-12 Pulsar 150,Scooter,150 ccm,
2008,Aeon,AE-6 Echo,Scooter,49 ccm,
2008,Aeon,AE-9 Pulsar 125,Scooter,125 ccm,
2008,Aeon,AM-1 Aero 50,Scooter,49 ccm,
2008,Aeon,AM-2 Aero 100,Scooter,96 ccm,
2008,Aeon,AX-50 Mini-Bike,"Minibike, cross",49 ccm,
2008,Aeon,Cobra 220,Prototype/concept model,196 ccm,
2008,Aeon,Cobra 320,Prototype/concept model,272 ccm,
2008,AJP,PR4 125 Enduro,Enduro/offroad,124 ccm,
2008,AJP,PR4 125 Supermoto,Super motard,124 ccm,
2008,AJP,PR4 200 Enduro,Enduro/offroad,198 ccm,
2008,AJS,CR3-125,Sport,124 ccm,
2008,AJS,Eco-125,Allround,124 ccm,
2008,AJS,Regal Raptor DD50E-2,Custom/cruiser,49 ccm,
2008,AJS,Regal-Raptor 125 Silverhawk,Custom/cruiser,125 ccm,
2008,AJS,Regal-Raptor DD250E,Custom/cruiser,234 ccm,
2008,AJS,YX-R-125,Enduro/offroad,124 ccm,
2008,Alfer,VR 2000 Enduro,Enduro/offroad,250 ccm,
2008,Alfer,VR 2000 Supermotard,Super motard,250 ccm,
2008,AlphaSports,Alpha 250 Naked,Naked bike,249 ccm,
2008,AlphaSports,Alpha 250 V-Twin Classic,Custom/cruiser,249 ccm,
2008,AlphaSports,Alpha 250 V-Twin Sport Cruiser,Custom/cruiser,249 ccm,
2008,American,IronHorse Texas Chopper,Custom/cruiser,1819 ccm,
2008,Aprilia,Atlantic 125,Scooter,124 ccm,
2008,Aprilia,Atlantic 250,Scooter,244 ccm,
2008,Aprilia,Atlantic 400 Sprint,Scooter,390 ccm,
2008,Aprilia,Atlantic 500 Sprint,Scooter,460 ccm,
2008,Aprilia,Dorsoduro 750,Sport,750 ccm,
2008,Aprilia,ETV 1000 CAPONORD,Allround,998 ccm,
2008,Aprilia,Mana 850,Sport,893 ccm,
2008,Aprilia,Mojito 125 Custom,Scooter,124 ccm,
2008,Aprilia,Mojito 50 Custom,Scooter,49 ccm,
2008,Aprilia,Pegaso 650,Allround,660 ccm,
2008,Aprilia,Pegaso 650 Factory,Allround,660 ccm,
2008,Aprilia,Pegaso 650 Trail,Trial,660 ccm,
2008,Aprilia,RS 125,Sport,125 ccm,
2008,Aprilia,RS 50,Sport,50 ccm,
2008,Aprilia,RSV 1000 R,Sport,998 ccm,
2008,Aprilia,RSV 1000 R Factory,Sport,998 ccm,
2008,Aprilia,RX 125,Enduro/offroad,125 ccm,
2008,Aprilia,RX 50,Enduro/offroad,50 ccm,
2008,Aprilia,RXV 4.5,Enduro/offroad,449 ccm,
2008,Aprilia,RXV 5.5,Enduro/offroad,549 ccm,
2008,Aprilia,Scarabeo 100 4S,Scooter,96 ccm,
2008,Aprilia,Scarabeo 125,Scooter,124 ccm,
2008,Aprilia,Scarabeo 200,Scooter,181 ccm,
2008,Aprilia,Scarabeo 250,Scooter,244 ccm,
2008,Aprilia,Scarabeo 400,Scooter,400 ccm,
2008,Aprilia,Scarabeo 50 4S,Scooter,49 ccm,
2008,Aprilia,Scarabeo 50 Street,Scooter,49 ccm,
2008,Aprilia,Scarabeo 500,Scooter,460 ccm,
2008,Aprilia,Shiver 750,Naked bike,749 ccm,
2008,Aprilia,Sonic 50,Scooter,49 ccm,
2008,Aprilia,Sonic 50 GP,Scooter,49 ccm,
2008,Aprilia,SportCity 125,Scooter,124 ccm,
2008,Aprilia,SportCity 200,Scooter,198 ccm,
2008,Aprilia,SportCity 250,Scooter,244 ccm,
2008,Aprilia,SR 50 R,Scooter,49 ccm,
2008,Aprilia,SR 50 R Factory,Scooter,49 ccm,
2008,Aprilia,SR 50 Street,Scooter,49 ccm,
2008,Aprilia,SX 125,Cross/motocross,125 ccm,
2008,Aprilia,SX 50,Super motard,50 ccm,
2008,Aprilia,SXV 4.5,Super motard,449 ccm,
2008,Aprilia,SXV 4.5 VDB Replica,Super motard,449 ccm,
2008,Aprilia,SXV 5.5 VDB Replica,Super motard,549 ccm,
2008,Aprilia,SXV 550,Super motard,549 ccm,
2008,Aprilia,Tuono 1000 R Factory,Naked bike,998 ccm,
2008,Aprilia,Tuono 1000R,Naked bike,998 ccm,
2008,ATK,450 Dirt Track,Super motard,449 ccm,
2008,ATK,450 Enduro,Enduro/offroad,449 ccm,
2008,ATK,450 Motard,Super motard,449 ccm,
2008,ATK,450 MX,Enduro/offroad,449 ccm,
2008,ATK,450 XC,Enduro/offroad,449 ccm,
2008,ATK,620 Intimidator,Cross/motocross,616 ccm,
2008,ATK,700 Intimidator,Cross/motocross,685 ccm,
2008,Azel,GS 250,Sport,230 ccm,
2008,Bajaj,Avenger DTS-i,Custom/cruiser,200 ccm,
2008,Bajaj,Discover DTS-i,Sport,134 ccm,
2008,Bajaj,Kristal DTS-i,Scooter,95 ccm,
2008,Bajaj,Platina,Classic,99 ccm,
2008,Bajaj,Pulsar 200 DTS-i,Sport,199 ccm,
2008,Bajaj,Pulsar 220 DTS-FI,Sport,220 ccm,
2008,Bajaj,XCD 125 DTS - Si,Sport,125 ccm,
2008,Benelli,BX 449 Cross,Cross/motocross,449 ccm,
2008,Benelli,BX 505 Enduro,Enduro/offroad,505 ccm,
2008,Benelli,BX 570 Motard,Super motard,4 ccm,
2008,Benelli,Cafe Racer 1130,Naked bike,1130 ccm,
2008,Benelli,Caffe Nero 250,Scooter,248 ccm,
2008,Benelli,Pepe 50,Scooter,49 ccm,
2008,Benelli,Pepe 50 LX,Scooter,49 ccm,
2008,Benelli,QattroNove X,Scooter,49 ccm,
2008,Benelli,Titanium 07,Naked bike,1131 ccm,
2008,Benelli,Tornado Naked Tre 1130 Sport Evo,Naked bike,1131 ccm,
2008,Benelli,Tornado Naked Tre 899,Naked bike,899 ccm,
2008,Benelli,Tornado Naked Tre 899 s,Naked bike,899 ccm,
2008,Benelli,Tornado Tre 1130,Sport,1131 ccm,
2008,Benelli,Tre 1130 K,Naked bike,1131 ccm,
2008,Benelli,Tre 1130K Amazonas,Naked bike,1131 ccm,
2008,Benelli,Velvet 125,Scooter,124 ccm,
2008,Benelli,Velvet 150,Scooter,150 ccm,
2008,Benelli,Velvet 250,Scooter,248 ccm,
2008,Beta,Alp 125,Trial,124 ccm,
2008,Beta,Alp 200,Trial,199 ccm,
2008,Beta,Alp 4.0,Trial,349 ccm,
2008,Beta,ARK AC Tribe,Scooter,49 ccm,
2008,Beta,ARK LC One,Scooter,49 ccm,
2008,Beta,ARK LC Paddock,Scooter,49 ccm,
2008,Beta,ARK LC RR,Scooter,49 ccm,
2008,Beta,ARK LC Tribe,Scooter,49 ccm,
2008,Beta,M4,Super motard,349 ccm,
2008,Beta,Minicross R 10,"Minibike, cross",49 ccm,
2008,Beta,Minicross R 12,"Minibike, cross",49 ccm,
2008,Beta,Minicross R 125,"Minibike, cross",125 ccm,
2008,Beta,Minimotard R 125,"Minibike, cross",125 ccm,
2008,Beta,Minitrial,Trial,49 ccm,
2008,Beta,REV 50,Trial,50 ccm,
2008,Beta,REV 80,Trial,80 ccm,
2008,Beta,REV-3 125,Trial,124 ccm,
2008,Beta,REV-3 200,Trial,195 ccm,
2008,Beta,REV-3 250,Trial,250 ccm,
2008,Beta,REV-3 270,Trial,275 ccm,
2008,Beta,REV-4T,Trial,250 ccm,
2008,Beta,RR 125 Motard,Super motard,124 ccm,
2008,Beta,RR 4T 250,Enduro/offroad,250 ccm,
2008,Beta,RR 4T 400,Enduro/offroad,398 ccm,
2008,Beta,RR 4T 450,Enduro/offroad,448 ccm,
2008,Beta,RR 4T 525,Enduro/offroad,510 ccm,
2008,Beta,RR 50 Enduro Racing euro 2,Enduro/offroad,50 ccm,
2008,Beta,RR 50 Enduro STD euro 2,Enduro/offroad,50 ccm,
2008,Beta,RR 50 Motard,Super motard,50 ccm,
2008,Beta,RR 50 Racing Motard,Super motard,50 ccm,
2008,Beta,RR Enduro 4T 125,Enduro/offroad,124 ccm,
2008,Beta,RR Enduro 50,Enduro/offroad,50 ccm,
2008,Beta,Urban 125,Sport,125 ccm,
2008,Beta,Urban 200,Sport,199 ccm,
2008,Big,Dog K-9,Custom/cruiser,117 ccm,
2008,Big,Dog Mastiff,Custom/cruiser,1916 ccm,
2008,Big,Dog Mutt,Custom/cruiser,1917 ccm,
2008,Big,Dog Pitbull,Custom/cruiser,1916 ccm,
2008,Big,Dog Ridgeback,Custom/cruiser,1917 ccm,
2008,Bimota,DB5 Borsalino,Sport,1079 ccm,
2008,Bimota,DB5R,Sport,1078 ccm,
2008,Bimota,DB5S,Sport,1079 ccm,
2008,Bimota,DB6 Borsalino,Naked bike,1079 ccm,
2008,Bimota,DB6 Delirio,Naked bike,992 ccm,
2008,Bimota,DB6 R,Naked bike,1078 ccm,
2008,Bimota,DB7,Sport,1098 ccm,
2008,Bimota,Tesi 3D,Sport,1079 ccm,
2008,Blata,Elite 4.2,"Minibike, sport",40 ccm,
2008,Blata,Enduro 125,Enduro/offroad,124 ccm,
2008,Blata,Motard 125,Super motard,124 ccm,
2008,Blata,Origami B1 Red,"Minibike, sport",40 ccm,
2008,BMW,450 Sports Enduro,Enduro/offroad,449 ccm,
2008,BMW,F 650 GS,Enduro/offroad,798 ccm,
2008,BMW,F 800 GS,Enduro/offroad,798 ccm,
2008,BMW,F 800 S,Sport,798 ccm,
2008,BMW,F 800 ST,Sport touring,798 ccm,
2008,BMW,G 450 X,Enduro/offroad,449 ccm,
2008,BMW,G 650 Xchallenge,Enduro/offroad,652 ccm,
2008,BMW,G 650 Xcountry,Enduro/offroad,652 ccm,
2008,BMW,G 650 Xmoto,Super motard,652 ccm,
2008,BMW,HP2 Enduro,Enduro/offroad,1170 ccm,
2008,BMW,HP2 Megamoto,Super motard,1170 ccm,
2008,BMW,HP2 Rennboxer,Sport,1170 ccm,
2008,BMW,HP2 Sport,Sport,1170 ccm,
2008,BMW,K 1200 GT,Touring,1157 ccm,
2008,BMW,K 1200 LT,Touring,1171 ccm,
2008,BMW,K 1200 R,Sport,1157 ccm,
2008,BMW,K 1200 R Sport,Sport,1157 ccm,
2008,BMW,K 1200 S,Sport touring,1157 ccm,
2008,BMW,R 1200 GS,Enduro/offroad,1170 ccm,
2008,BMW,R 1200 GS Adventure,Enduro/offroad,1170 ccm,
2008,BMW,R 1200 R,Sport,1170 ccm,
2008,BMW,R 1200 RT,Touring,1170 ccm,
2008,BMW,R 1200 S,Sport,1170 ccm,
2008,BMW,R 1200 ST,Sport touring,1170 ccm,
2008,Borile,B500CR,Allround,487 ccm,
2008,Borile,B500MT,Enduro/offroad,487 ccm,
2008,Boss,Hoss BHC-3 LS2,Custom/cruiser,6000 ccm,
2008,Boss,Hoss BHC-3 ZZ4,Custom/cruiser,5700 ccm,
2008,Boss,Hoss BHC-3 ZZ4 SS,Custom/cruiser,5700 ccm,
2008,Boss,Hoss BHC-9 LS2,Custom/cruiser,6000 ccm,
2008,Boss,Hoss BHC-9 ZZ4,Custom/cruiser,5700 ccm,
2008,Bourget,Dragon,Custom/cruiser,1852 ccm,
2008,BucciMoto,BR1E 125,Enduro/offroad,125 ccm,
2008,BucciMoto,BR1R CR 125,Cross/motocross,125 ccm,
2008,BucciMoto,BR1R CR 140,Cross/motocross,140 ccm,
2008,BucciMoto,BR1R SM 125,Super motard,125 ccm,
2008,BucciMoto,BR1R SM 140,Super motard,140 ccm,
2008,Buell,1125R,Sport,1126 ccm,
2008,Buell,Blast,Enduro/offroad,492 ccm,
2008,Buell,Firebolt XB12R,Sport,1203 ccm,
2008,Buell,Lightning CityX XB9SX,Naked bike,983 ccm,
2008,Buell,Lightning XB12S,Naked bike,1203 ccm,
2008,Buell,Lightning XB12Scg,Naked bike,1203 ccm,
2008,Buell,Lightning XB12Ss,Naked bike,1203 ccm,
2008,Buell,Lightning XB12STT,Naked bike,1203 ccm,
2008,Buell,Ulysses XB12 XT,Naked bike,1203 ccm,
2008,Buell,Ulysses XB12X,Enduro/offroad,1203 ccm,
2008,Cagiva,Brillo 125,Scooter,125 ccm,
2008,Cagiva,Mito 125,Sport,125 ccm,
2008,Cagiva,Mito 125 Oro,Sport,125 ccm,
2008,Cagiva,Mito SP525,Sport,524 ccm,
2008,Cagiva,Raptor 125,Naked bike,125 ccm,
2008,Cagiva,Raptor 650,Naked bike,645 ccm,
2008,Can-Am,Spyder Roadster,Sport,998 ccm,
2008,Cargobike,AS 125,Scooter,125 ccm,
2008,Cargobike,AS 250,Scooter,250 ccm,
2008,CCM,404DS Supermoto,Super motard,398 ccm,
2008,CCM,404DS Trail,Trial,398 ccm,
2008,CCM,450DS Supermoto,Super motard,443 ccm,
2008,CCM,450DS Trail,Trial,443 ccm,
2008,CCM,C-XR125-E,Enduro/offroad,124 ccm,
2008,CCM,C-XR125-M,Cross/motocross,124 ccm,
2008,CCM,C-XR125-S,Super motard,124 ccm,
2008,CCM,C-XR230-E,Enduro/offroad,230 ccm,
2008,CCM,C-XR230-M,Cross/motocross,230 ccm,
2008,CCM,C-XR230-S,Super motard,230 ccm,
2008,CCM,CR-40,Classic,398 ccm,
2008,CCM,FT35s,Allround,398 ccm,
2008,CCM,FT710,Allround,710 ccm,
2008,CCM,R35,Super motard,398 ccm,
2008,CCM,R45,Super motard,443 ccm,
2008,CCM,RL125,Enduro/offroad,124 ccm,
2008,CCM,SM125,Super motard,124 ccm,
2008,CCM,SR-40,Classic,398 ccm,
2008,CCM,TL125,Enduro/offroad,124 ccm,
2008,CCM,X-TR250,Super motard,248 ccm,
2008,CF,Moto 150 Charm AutoMatic,Scooter,154 ccm,
2008,CF,Moto 150 Jewel AutoMatic,Scooter,154 ccm,
2008,CF,Moto 250 Freedom Scooter,Scooter,244 ccm,
2008,CF,Moto V3 Sport,Sport,244 ccm,
2008,CF,Moto V5 Sport Cruiser,Sport,250 ccm,
2008,CH,Racing CH 501 Basic,"Minibike, cross",50 ccm,
2008,CH,Racing WSM 125 eu 2,Super motard,124 ccm,
2008,CH,Racing WSM 50 M.Y.,Super motard,50 ccm,
2008,CH,Racing WSM 50 Replica,Super motard,50 ccm,
2008,CH,Racing WXE 125 eu 2,Enduro/offroad,124 ccm,
2008,CH,Racing WXE 125 Sparta,Enduro/offroad,124 ccm,
2008,CH,Racing WXE 50,Enduro/offroad,50 ccm,
2008,CH,Racing WXE 50 eu2 M.Y.,Enduro/offroad,50 ccm,
2008,CH,Racing WXE 50 Racing,Enduro/offroad,50 ccm,
2008,Clipic,Bull 50 Junior,"Minibike, cross",49 ccm,
2008,Clipic,CJ50 Hit3 Competicio Junior,"Minibike, cross",49 ccm,
2008,Clipic,CJ50 Hit3 Replica Junior,"Minibike, cross",49 ccm,
2008,Clipic,Custom Guepard  250,Custom/cruiser,250 ccm,
2008,Clipic,Custom Guepard 125,Touring,125 ccm,
2008,Clipic,Frog 125,Scooter,125 ccm,
2008,Clipic,Mecha 125,Enduro/offroad,125 ccm,
2008,Clipic,New City 125,Scooter,125 ccm,
2008,Clipic,Radar 125,Allround,125 ccm,
2008,Clipic,Samurai 125,Sport,125 ccm,
2008,Clipic,Tronic 125,Trial,125 ccm,
2008,Confederate,F131 Hellcat,Naked bike,2147 ccm,
2008,Confederate,F131 Hellcat Combat,Naked bike,2147 ccm,
2008,Confederate,Renovatio Project,Prototype/concept model,1686 ccm,
2008,Confederate,Wraith B120,Naked bike,1967 ccm,
2008,CPI,Aragon,Scooter,49 ccm,
2008,CPI,Aragon 50 Club,Scooter,49 ccm,
2008,CPI,Aragon 50 GP Paddock,Scooter,49 ccm,
2008,CPI,Aragon GP,Scooter,49 ccm,
2008,CPI,Formula R,Scooter,49 ccm,
2008,CPI,GTR 50,Scooter,49 ccm,
2008,CPI,SMX 50,Super motard,49 ccm,
2008,CPI,Supercross,Cross/motocross,49 ccm,
2008,CPI,Supermoto,Super motard,49 ccm,
2008,CPI,Supermoto White Edition,Super motard,49 ccm,
2008,CPI,SX 50 White Edition,Cross/motocross,49 ccm,
2008,CR&S,VUN,Naked bike,652 ccm,
2008,CR&S,VUN Tuned-Up,Naked bike,652 ccm,
2008,CR&S,VUN Underpowerd,Naked bike,652 ccm,
2008,CSR,B09 50,Scooter,50 ccm,
2008,CSR,Cruiser,Custom/cruiser,244 ccm,
2008,CSR,Custom 125,Custom/cruiser,125 ccm,
2008,CSR,Custom 250 Aut,Custom/cruiser,244 ccm,
2008,CSR,Custom 250 Twin,Custom/cruiser,249 ccm,
2008,CSR,Naked 125,Naked bike,125 ccm,
2008,CSR,Naked 250,Naked bike,249 ccm,
2008,CSR,Scoo 125,Scooter,125 ccm,
2008,CSR,Trial 125,Trial,125 ccm,
2008,CSR,Trial 150,Trial,150 ccm,
2008,CSR,Trial 200,Trial,200 ccm,
2008,CSR,Trial 90,Trial,86 ccm,
2008,Daelim,Cordi,Scooter,50 ccm,
2008,Daelim,Daystar 125 F.I.,Custom/cruiser,124 ccm,
2008,Daelim,NS 125 III,Scooter,125 ccm,
2008,Daelim,Otello Fi 125,Scooter,125 ccm,
2008,Daelim,Roadwin,Naked bike,125 ccm,
2008,Daelim,Roadwin R 125 F.I.,Sport,124 ccm,
2008,Daelim,S2 125 Fi Freewing,Scooter,125 ccm,
2008,Daelim,S2 250,Scooter,249 ccm,
2008,Dafier,DFE 100,Sport,100 ccm,
2008,Dafier,DFE 125 IV,Sport,125 ccm,
2008,Dafier,DFE 150-6,Sport,150 ccm,
2008,Dafier,DFE 150L-B4,Custom/cruiser,150 ccm,
2008,Dafier,DFE 200GY,Allround,200 ccm,
2008,Dafier,DFE 250,Custom/cruiser,250 ccm,
2008,Dayang,DY 150-14.6,Sport,150 ccm,
2008,Dayang,DY125-13.34.1,Sport,125 ccm,
2008,Dayang,DY125-27.12,Touring,125 ccm,
2008,Dayang,DY125-39,Naked bike,125 ccm,
2008,Dayun,AX100,Sport,100 ccm,
2008,Dayun,DY 125-3,Sport,124 ccm,
2008,Dayun,DY 125-8B,Naked bike,125 ccm,
2008,Dayun,DY125-7,Custom/cruiser,125 ccm,
2008,Dayun,DY125-B,Sport,125 ccm,
2008,Dayun,DY125T-6,Scooter,124 ccm,
2008,Dayun,DY150GY,Enduro/offroad,150 ccm,
2008,Dayun,DY250 Police,Custom/cruiser,250 ccm,
2008,Dayun,DY48QT,Scooter,48 ccm,
2008,Derbi,Atlantis City 50 2T,Scooter,49 ccm,
2008,Derbi,Atlantis City 50 4T,Scooter,50 ccm,
2008,Derbi,Boulevard 125,Scooter,124 ccm,
2008,Derbi,Cross City 125,Allround,124 ccm,
2008,Derbi,Dirt Boy 50,"Minibike, cross",50 ccm,
2008,Derbi,Dirt Kid 50,"Minibike, cross",50 ccm,
2008,Derbi,DRD Racing 50 SM Limited Edition,Super motard,50 ccm,
2008,Derbi,GP1 125 Racing,Scooter,124 ccm,
2008,Derbi,GP1 250 Racing,Scooter,244 ccm,
2008,Derbi,GP1 50 Open,Scooter,49 ccm,
2008,Derbi,GP1 50 Racing,Scooter,49 ccm,
2008,Derbi,GPR 125 Racing,Sport,125 ccm,
2008,Derbi,GPR 50 Nude,Naked bike,49 ccm,
2008,Derbi,GPR 50 Racing,Sport,49 ccm,
2008,Derbi,GPR Racing 50 Race Replica,Sport,50 ccm,
2008,Derbi,Mulhacén 125,Allround,124 ccm,
2008,Derbi,Mulhacén 659,Naked bike,660 ccm,
